GCF	GCC	Validated_GCFName_In_Publication	Cluster_Name	NCBI_Accession
6	1	xan	1870_Aspergillus_fumigatus	GCA_020499605.1
6	1	xan	1876_Aspergillus_fumigatus	GCA_020499645.1
6	1	xan	1878_Aspergillus_fumigatus	GCA_020499675.1
6	1	xan	1883_Aspergillus_fumigatus	GCA_020499685.1
6	1	xan	1887_Aspergillus_fumigatus	GCA_020499695.1
6	1	xan	1889_Aspergillus_fumigatus	GCA_020499715.1
6	1	xan	1893_Aspergillus_fumigatus	GCA_020499755.1
6	1	xan	1895_Aspergillus_fumigatus	GCA_020499775.1
6	1	xan	1900_Aspergillus_fumigatus	GCA_020499785.1
6	1	xan	1905_Aspergillus_fumigatus	GCA_020499805.1
6	1	xan	1908_Aspergillus_fumigatus	GCA_020499815.1
6	1	xan	1914_Aspergillus_fumigatus	GCA_020499825.1
6	1	xan	1917_Aspergillus_fumigatus	GCA_020499865.1
6	1	xan	1920_Aspergillus_fumigatus	GCA_020499885.1
6	1	xan	1924_Aspergillus_fumigatus	GCA_020499905.1
6	1	xan	1929_Aspergillus_fumigatus	GCA_020499915.1
6	1	xan	1933_Aspergillus_fumigatus	GCA_020499935.1
6	1	xan	1936_Aspergillus_fumigatus	GCA_020499975.1
6	1	xan	1938_Aspergillus_fumigatus	GCA_020499985.1
6	1	xan	1941_Aspergillus_fumigatus	GCA_020499995.1
6	1	xan	1945_Aspergillus_fumigatus	GCA_020500025.1
6	1	xan	1949_Aspergillus_fumigatus	GCA_020500065.1
6	1	xan	1953_Aspergillus_fumigatus	GCA_020500075.1
6	1	xan	1958_Aspergillus_fumigatus	GCA_020500085.1
6	1	xan	1961_Aspergillus_fumigatus	GCA_020500105.1
6	1	xan	1965_Aspergillus_fumigatus	GCA_020500115.1
6	1	xan	1966_Aspergillus_fumigatus	GCA_020500165.1
6	1	xan	1971_Aspergillus_fumigatus	GCA_020500185.1
6	1	xan	1973_Aspergillus_fumigatus	GCA_020500195.1
6	1	xan	1978_Aspergillus_fumigatus	GCA_020500205.1
6	1	xan	1980_Aspergillus_fumigatus	GCA_020500215.1
6	1	xan	1985_Aspergillus_fumigatus	GCA_020500235.1
6	1	xan	1988_Aspergillus_fumigatus	GCA_020500275.1
6	1	xan	1989_Aspergillus_fumigatus	GCA_020500285.1
6	1	xan	1994_Aspergillus_fumigatus	GCA_020500295.1
6	1	xan	1995_Aspergillus_fumigatus	GCA_020500305.1
6	1	xan	2000_Aspergillus_fumigatus	GCA_020500355.1
6	1	xan	2003_Aspergillus_fumigatus	GCA_020500365.1
6	1	xan	2009_Aspergillus_fumigatus	GCA_020500385.1
6	1	xan	2010_Aspergillus_fumigatus	GCA_020500395.1
6	1	xan	2016_Aspergillus_fumigatus	GCA_020500445.1
6	1	xan	2020_Aspergillus_fumigatus	GCA_020500455.1
6	1	xan	2021_Aspergillus_fumigatus	GCA_020500465.1
6	1	xan	2027_Aspergillus_fumigatus	GCA_020500475.1
6	1	xan	2028_Aspergillus_fumigatus	GCA_020500485.1
6	1	xan	2035_Aspergillus_fumigatus	GCA_020500535.1
6	1	xan	2037_Aspergillus_fumigatus	GCA_020500545.1
6	1	xan	2039_Aspergillus_fumigatus	GCA_020500555.1
6	1	xan	2044_Aspergillus_fumigatus	GCA_020500565.1
6	1	xan	2046_Aspergillus_fumigatus	GCA_020500595.1
6	1	xan	2052_Aspergillus_fumigatus	GCA_020500605.1
6	1	xan	2053_Aspergillus_fumigatus	GCA_020500645.1
6	1	xan	2058_Aspergillus_fumigatus	GCA_020500655.1
6	1	xan	2062_Aspergillus_fumigatus	GCA_020500685.1
6	1	xan	2067_Aspergillus_fumigatus	GCA_020500695.1
6	1	xan	2070_Aspergillus_fumigatus	GCA_020500705.1
6	1	xan	2073_Aspergillus_fumigatus	GCA_020500765.1
6	1	xan	2077_Aspergillus_fumigatus	GCA_020500775.1
6	1	xan	2080_Aspergillus_fumigatus	GCA_020500785.1
6	1	xan	2083_Aspergillus_fumigatus	GCA_020500805.1
6	1	xan	2088_Aspergillus_fumigatus	GCA_020500815.1
6	1	xan	2090_Aspergillus_fumigatus	GCA_020500845.1
6	1	xan	2094_Aspergillus_fumigatus	GCA_020500865.1
6	1	xan	2098_Aspergillus_fumigatus	GCA_020500875.1
6	1	xan	2100_Aspergillus_fumigatus	GCA_020500905.1
6	1	xan	2103_Aspergillus_fumigatus	GCA_020500935.1
6	1	xan	2106_Aspergillus_fumigatus	GCA_020500945.1
6	1	xan	2112_Aspergillus_fumigatus	GCA_020500965.1
6	1	xan	2115_Aspergillus_fumigatus	GCA_020500975.1
6	1	xan	2119_Aspergillus_fumigatus	GCA_020500995.1
6	1	xan	2120_Aspergillus_fumigatus	GCA_020501005.1
6	1	xan	2125_Aspergillus_fumigatus	GCA_020501045.1
6	1	xan	2130_Aspergillus_fumigatus	GCA_020501075.1
6	1	xan	2132_Aspergillus_fumigatus	GCA_020501095.1
6	1	xan	2137_Aspergillus_fumigatus	GCA_020501105.1
6	1	xan	2142_Aspergillus_fumigatus	GCA_020501115.1
6	1	xan	2146_Aspergillus_fumigatus	GCA_020501135.1
6	1	xan	2148_Aspergillus_fumigatus	GCA_020501145.1
6	1	xan	2153_Aspergillus_fumigatus	GCA_020501175.1
6	1	xan	2155_Aspergillus_fumigatus	GCA_020501185.1
6	1	xan	2159_Aspergillus_fumigatus	GCA_020501235.1
6	1	xan	2161_Aspergillus_fumigatus	GCA_020501245.1
6	1	xan	2167_Aspergillus_fumigatus	GCA_020501255.1
6	1	xan	2171_Aspergillus_fumigatus	GCA_020501265.1
6	1	xan	2173_Aspergillus_fumigatus	GCA_020501325.1
6	1	xan	2176_Aspergillus_fumigatus	GCA_020501335.1
6	1	xan	2182_Aspergillus_fumigatus	GCA_020501345.1
6	1	xan	2185_Aspergillus_fumigatus	GCA_020501355.1
6	1	xan	2189_Aspergillus_fumigatus	GCA_020501375.1
6	1	xan	2191_Aspergillus_fumigatus	GCA_020501405.1
6	1	xan	2195_Aspergillus_fumigatus	GCA_020501425.1
6	1	xan	2199_Aspergillus_fumigatus	GCA_020501445.1
6	1	xan	2201_Aspergillus_fumigatus	GCA_020501465.1
6	1	xan	2206_Aspergillus_fumigatus	GCA_020501475.1
6	1	xan	2208_Aspergillus_fumigatus	GCA_020501495.1
6	1	xan	2213_Aspergillus_fumigatus	GCA_020501535.1
6	1	xan	2216_Aspergillus_fumigatus	GCA_020501545.1
6	1	xan	2221_Aspergillus_fumigatus	GCA_020501555.1
6	1	xan	2223_Aspergillus_fumigatus	GCA_020501575.1
6	1	xan	2226_Aspergillus_fumigatus	GCA_020501605.1
6	1	xan	2231_Aspergillus_fumigatus	GCA_020501615.1
6	1	xan	2232_Aspergillus_fumigatus	GCA_020501635.1
6	1	xan	2239_Aspergillus_fumigatus	GCA_020501645.1
6	1	xan	2241_Aspergillus_fumigatus	GCA_020501695.1
6	1	xan	2247_Aspergillus_fumigatus	GCA_020501705.1
6	1	xan	2249_Aspergillus_fumigatus	GCA_020501715.1
6	1	xan	2252_Aspergillus_fumigatus	GCA_020501735.1
6	1	xan	2256_Aspergillus_fumigatus	GCA_020501765.1
6	1	xan	2261_Aspergillus_fumigatus	GCA_020501785.1
6	1	xan	2264_Aspergillus_fumigatus	GCA_020501805.1
6	1	xan	2268_Aspergillus_fumigatus	GCA_020501815.1
6	1	xan	2270_Aspergillus_fumigatus	GCA_020501835.1
6	1	xan	2276_Aspergillus_fumigatus	GCA_020501875.1
6	1	xan	2280_Aspergillus_fumigatus	GCA_020501885.1
6	1	xan	2282_Aspergillus_fumigatus	GCA_020501895.1
6	1	xan	2285_Aspergillus_fumigatus	GCA_020501905.1
6	1	xan	2287_Aspergillus_fumigatus	GCA_020501935.1
6	1	xan	2290_Aspergillus_fumigatus	GCA_020501985.1
6	1	xan	2294_Aspergillus_fumigatus	GCA_020501995.1
6	1	xan	2299_Aspergillus_fumigatus	GCA_020502005.1
6	1	xan	2300_Aspergillus_fumigatus	GCA_020502025.1
6	1	xan	2303_Aspergillus_fumigatus	GCA_020502035.1
6	1	xan	2308_Aspergillus_fumigatus	GCA_020502045.1
6	1	xan	2312_Aspergillus_fumigatus	GCA_020502095.1
6	1	xan	2316_Aspergillus_fumigatus	GCA_020502105.1
6	1	xan	2318_Aspergillus_fumigatus	GCA_020502115.1
6	1	xan	2322_Aspergillus_fumigatus	GCA_020502125.1
6	1	xan	2326_Aspergillus_fumigatus	GCA_020502165.1
6	1	xan	2329_Aspergillus_fumigatus	GCA_020502185.1
6	1	xan	2332_Aspergillus_fumigatus	GCA_020502215.1
6	1	xan	2336_Aspergillus_fumigatus	GCA_020502225.1
6	1	xan	2338_Aspergillus_fumigatus	GCA_020502235.1
6	1	xan	2343_Aspergillus_fumigatus	GCA_020502245.1
6	1	xan	2348_Aspergillus_fumigatus	GCA_020502325.1
6	1	xan	2349_Aspergillus_fumigatus	GCA_020502335.1
6	1	xan	2353_Aspergillus_fumigatus	GCA_020502365.1
6	1	xan	2357_Aspergillus_fumigatus	GCA_020502375.1
6	1	xan	2361_Aspergillus_fumigatus	GCA_020502385.1
6	1	xan	2363_Aspergillus_fumigatus	GCA_020502425.1
6	1	xan	2369_Aspergillus_fumigatus	GCA_020502435.1
6	1	xan	2374_Aspergillus_fumigatus	GCA_020502455.1
6	1	xan	2377_Aspergillus_fumigatus	GCA_020502485.1
6	1	xan	2379_Aspergillus_fumigatus	GCA_020502495.1
6	1	xan	2384_Aspergillus_fumigatus	GCA_020502525.1
6	1	xan	2388_Aspergillus_fumigatus	GCA_020502545.1
6	1	xan	2393_Aspergillus_fumigatus	GCA_020502575.1
6	1	xan	2398_Aspergillus_fumigatus	GCA_020502595.1
6	1	xan	2400_Aspergillus_fumigatus	GCA_020502605.1
6	1	xan	2405_Aspergillus_fumigatus	GCA_020502615.1
6	1	xan	2409_Aspergillus_fumigatus	GCA_020502625.1
6	1	xan	2413_Aspergillus_fumigatus	GCA_020502675.1
6	1	xan	2415_Aspergillus_fumigatus	GCA_020502695.1
6	1	xan	2420_Aspergillus_fumigatus	GCA_020502715.1
6	1	xan	2425_Aspergillus_fumigatus	GCA_020502725.1
6	1	xan	2429_Aspergillus_fumigatus	GCA_020502875.1
6	1	xan	2433_Aspergillus_fumigatus	GCA_020502985.1
6	1	xan	2439_Aspergillus_fumigatus	GCA_020502995.1
6	1	xan	2442_Aspergillus_fumigatus	GCA_020503015.1
6	1	xan	2445_Aspergillus_fumigatus	GCA_020503055.1
6	1	xan	2449_Aspergillus_fumigatus	GCA_020503065.1
6	1	xan	2451_Aspergillus_fumigatus	GCA_020503085.1
6	1	xan	2457_Aspergillus_fumigatus	GCA_020503095.1
6	1	xan	2460_Aspergillus_fumigatus	GCA_020503105.1
6	1	xan	2465_Aspergillus_fumigatus	GCA_020503165.1
6	1	xan	2467_Aspergillus_fumigatus	GCA_020503175.1
6	1	xan	2472_Aspergillus_fumigatus	GCA_020503185.1
6	1	xan	2473_Aspergillus_fumigatus	GCA_020503195.1
6	1	xan	2475_Aspergillus_fumigatus	GCA_020503205.1
6	1	xan	2479_Aspergillus_fumigatus	GCA_020503245.1
6	1	xan	2485_Aspergillus_fumigatus	GCA_020503265.1
6	1	xan	2489_Aspergillus_fumigatus	GCA_020503275.1
6	1	xan	2492_Aspergillus_fumigatus	GCA_020503295.1
6	1	xan	2496_Aspergillus_fumigatus	GCA_020503305.1
6	1	xan	2498_Aspergillus_fumigatus	GCA_020503345.1
6	1	xan	2504_Aspergillus_fumigatus	GCA_020503365.1
6	1	xan	2508_Aspergillus_fumigatus	GCA_020503375.1
6	1	xan	2512_Aspergillus_fumigatus	GCA_020503435.1
6	1	xan	2516_Aspergillus_fumigatus	GCA_020503445.1
6	1	xan	2520_Aspergillus_fumigatus	GCA_020503455.1
6	1	xan	2523_Aspergillus_fumigatus	GCA_020503465.1
6	1	xan	2525_Aspergillus_fumigatus	GCA_020503515.1
6	1	xan	2527_Aspergillus_fumigatus	GCA_020503535.1
6	1	xan	2534_Aspergillus_fumigatus	GCA_020503545.1
6	1	xan	2535_Aspergillus_fumigatus	GCA_020503555.1
6	1	xan	2539_Aspergillus_fumigatus	GCA_020503565.1
6	1	xan	2544_Aspergillus_fumigatus	GCA_020503595.1
6	1	xan	2547_Aspergillus_fumigatus	GCA_020503635.1
6	1	xan	2552_Aspergillus_fumigatus	GCA_020503645.1
6	1	xan	2554_Aspergillus_fumigatus	GCA_020503665.1
6	1	xan	2559_Aspergillus_fumigatus	GCA_020503705.1
6	1	xan	2565_Aspergillus_fumigatus	GCA_020503715.1
6	1	xan	2566_Aspergillus_fumigatus	GCA_020503725.1
6	1	xan	2571_Aspergillus_fumigatus	GCA_020503735.1
6	1	xan	2574_Aspergillus_fumigatus	GCA_020503745.1
6	1	xan	2578_Aspergillus_fumigatus	GCA_020503795.1
6	1	xan	2582_Aspergillus_fumigatus	GCA_020503805.1
6	1	xan	2584_Aspergillus_fumigatus	GCA_020503815.1
6	1	xan	2591_Aspergillus_fumigatus	GCA_020503825.1
6	1	xan	2595_Aspergillus_fumigatus	GCA_020503885.1
6	1	xan	2597_Aspergillus_fumigatus	GCA_020503895.1
6	1	xan	2600_Aspergillus_fumigatus	GCA_020503905.1
6	1	xan	2604_Aspergillus_fumigatus	GCA_020503915.1
6	1	xan	2608_Aspergillus_fumigatus	GCA_020503935.1
6	1	xan	2611_Aspergillus_fumigatus	GCA_020510485.1
6	1	xan	3366_Aspergillus_fumigatus	GCF_000002655.1
6	1	xan	3371_Aspergillus_clavatus	GCF_000002715.2
6	1	xan	3393_Aspergillus_fischeri	GCF_000149645.2
6	1	xan	3538_Aspergillus_udagawae	GCF_001078395.1
6	1	xan	3609_Aspergillus_thermomutatus	GCF_002237265.1
6	1	xan	3616_Aspergillus_candidus	GCF_002847045.1
6	1	xan	3617_Aspergillus_novofumigatus	GCF_002847465.1
6	1	xan	3618_Aspergillus_campestris	GCF_002847485.1
6	1	xan	3710_Aspergillus_lentulus	GCF_010724455.1
6	1	xan	3763_Penicillium_roqueforti	GCF_015533775.1
6	1	xan	3767_Aspergillus_pseudoviridinutans	GCF_018340605.1
6	1	xan	3768_Aspergillus_viridinutans	GCF_018404265.1
6	2	xan	291_Penicillium_expansum	GCA_000769735.1
6	2	xan	296_Penicillium_expansum	GCA_000769745.1
6	2	xan	299_Penicillium_expansum	GCA_000769755.1
6	2	xan	302_Penicillium_italicum	GCA_000769765.1
6	2	xan	448_Penicillium_brasilianum	GCA_001048715.1
6	2	xan	490_Penicillium_griseofulvum	GCA_001561935.1
6	2	xan	574_Penicillium_arizonense	GCA_001773325.1
6	2	xan	614_Penicillium_brasilianum	GCA_002016555.1
6	2	xan	618_Penicillium_solitum	GCA_002072235.1
6	2	xan	620_Penicillium_decumbens	GCA_002072245.1
6	2	xan	622_Penicillium_vulpinum	GCA_002072255.1
6	2	xan	631_Penicillium_polonicum	GCA_002072265.1
6	2	xan	637_Penicillium_antarcticum	GCA_002072345.1
6	2	xan	641_Penicillium_flavigenum	GCA_002072365.1
6	2	xan	642_Penicillium_steckii	GCA_002072375.1
6	2	xan	643_Penicillium_coprophilum	GCA_002072405.1
6	2	xan	647_Penicillium_nalgiovense	GCA_002072425.1
6	2	xan	1218_Penicillium_rubens	GCA_011058885.1
6	2	xan	1239_Penicillium_rolfsii	GCA_011392555.1
6	2	xan	1263_Penicillium_digitatum	GCA_012295545.2
6	2	xan	1508_Penicillium_crustosum	GCA_014621375.1
6	2	xan	1523_Penicillium_spp	GCA_014839625.1
6	2	xan	1524_Penicillium_spp	GCA_014839855.1
6	2	xan	1548_Penicillium_roqueforti	GCA_015533775.1
6	2	xan	1557_Penicillium_digitatum	GCA_016767815.1
6	2	xan	3432_Penicillium_rubens	GCF_000226395.1
6	2	xan	3460_Penicillium_digitatum	GCF_000315645.1
6	2	xan	3525_Penicillium_expansum	GCF_000769745.1
6	2	xan	3559_Penicillium_griseofulvum	GCF_001561935.1
6	2	xan	3582_Penicillium_arizonense	GCF_001773325.1
6	2	xan	3604_Penicillium_solitum	GCF_002072235.1
6	3	xan	592_Aspergillus_wentii	GCA_001890725.1
6	3	xan	3596_Aspergillus_wentii	GCF_001890725.1
7	1	9	11_Aspergillus_niger	GCA_000002855.2
7	1	9	587_Aspergillus_brasiliensis	GCA_001889945.1
7	1	9	789_Aspergillus_eucalypticola	GCA_003184535.1
7	1	9	792_Aspergillus_niger	GCA_003184595.1
7	1	9	831_Aspergillus_welwitschiae	GCA_003344945.1
7	1	9	3633_Aspergillus_eucalypticola	GCF_003184535.1
7	1	9	3636_Aspergillus_niger	GCF_003184595.1
7	1	9	3652_Aspergillus_welwitschiae	GCF_003344945.1
8	1	n/a	14_Talaromyces_stipitatus	GCA_000003125.1
8	1	n/a	3372_Talaromyces_stipitatus	GCF_000003125.1
9	1	n/a	15_Uncinocarpus_reesii	GCA_000003515.2
9	1	n/a	70_Coccidioides_posadasii	GCA_000170175.2
9	1	n/a	3375_Uncinocarpus_reesii	GCF_000003515.1
10	1	n/a	16_Uncinocarpus_reesii	GCA_000003515.2
10	1	n/a	3377_Uncinocarpus_reesii	GCF_000003515.1
11	1	6	17_Uncinocarpus_reesii	GCA_000003515.2
11	1	6	30_Coccidioides_immitis	GCA_000149335.2
11	1	6	40_Coccidioides_immitis	GCA_000149815.1
11	1	6	41_Coccidioides_immitis	GCA_000149895.1
11	1	6	48_Coccidioides_posadasii	GCA_000150055.1
11	1	6	50_Coccidioides_immitis	GCA_000150085.1
11	1	6	63_Coccidioides_posadasii	GCA_000151335.1
11	1	6	71_Coccidioides_posadasii	GCA_000170175.2
11	1	6	76_Trichoderma_atroviride	GCA_000171015.2
11	1	6	487_Trichoderma_gamsii	GCA_001481775.2
11	1	6	732_Trichoderma_gamsii	GCA_002894205.1
11	1	6	773_Trichoderma_asperellum	GCA_003025105.1
11	1	6	1401_Talaromyces_rugulosus	GCA_013368755.1
11	1	6	3376_Uncinocarpus_reesii	GCF_000003515.1
11	1	6	3391_Coccidioides_immitis	GCF_000149335.2
11	1	6	3408_Coccidioides_posadasii	GCF_000151335.1
11	1	6	3409_Coccidioides_posadasii	GCF_000151335.2
11	1	6	3418_Trichoderma_atroviride	GCF_000171015.1
11	1	6	3551_Trichoderma_gamsii	GCF_001481775.2
11	1	6	3629_Trichoderma_asperellum	GCF_003025105.1
11	1	6	3726_Talaromyces_rugulosus	GCF_013368755.1
12	1	7	18_Blastomyces_dermatitidis	GCA_000003525.2
12	1	7	20_Blastomyces_gilchristii	GCA_000003855.2
12	1	7	35_Histoplasma_capsulatum	GCA_000149585.1
12	1	7	51_Histoplasma_capsulatum	GCA_000150115.1
12	1	7	59_Histoplasma_capsulatum	GCA_000151005.2
12	1	7	60_Histoplasma_capsulatum	GCA_000151035.1
12	1	7	66_Blastomyces_dermatitidis	GCA_000151595.1
12	1	7	68_Blastomyces_dermatitidis	GCA_000166155.1
12	1	7	431_Emmonsia_crescens	GCA_001008285.1
12	1	7	432_Blastomyces_silverae	GCA_001014755.1
12	1	7	583_Emergomyces_pasteurianus	GCA_001883825.1
12	1	7	696_Emmonsia_crescens	GCA_002572855.1
12	1	7	697_Helicocarpus_griseus	GCA_002573585.1
12	1	7	1576_Histoplasma_capsulatum	GCA_017310585.1
12	1	7	3379_Blastomyces_gilchristii	GCF_000003855.2
12	1	7	3392_Histoplasma_capsulatum	GCF_000149585.1
13	1	n/a	19_Clavispora_lusitaniae	GCA_000003835.1
13	1	n/a	450_Candida_auris	GCA_001189475.1
13	1	n/a	552_Clavispora_lusitaniae	GCA_001673695.2
13	1	n/a	705_Candida_auris	GCA_002759435.2
13	1	n/a	706_Candida_auris	GCA_002775015.1
13	1	n/a	739_Candida_duobushaemulonis	GCA_002926085.1
13	1	n/a	760_Candida_auris	GCA_003013715.2
13	1	n/a	761_Candida_pseudohaemulonii	GCA_003013735.1
13	1	n/a	762_Candida_auris	GCA_003014415.1
13	1	n/a	873_Clavispora_lusitaniae	GCA_003675555.2
13	1	n/a	1028_Candida_auris	GCA_008275145.1
13	1	n/a	1073_Clavispora_lusitaniae	GCA_009498055.1
13	1	n/a	1074_Clavispora_lusitaniae	GCA_009498075.1
13	1	n/a	1075_Clavispora_lusitaniae	GCA_009498095.1
13	1	n/a	1076_Clavispora_lusitaniae	GCA_009498115.1
13	1	n/a	1077_Clavispora_lusitaniae	GCA_009498135.1
13	1	n/a	1260_Candida_haemuloni	GCA_012184655.1
13	1	n/a	1515_Clavispora_lusitaniae	GCA_014636115.1
13	1	n/a	1562_Candida_auris	GCA_016809505.1
13	1	n/a	1649_Candida_haemuloni	GCA_019332025.1
13	1	n/a	3378_Clavispora_lusitaniae	GCF_000003835.1
13	1	n/a	3541_Candida_auris	GCF_001189475.1
13	1	n/a	3614_Candida_auris	GCF_002775015.1
13	1	n/a	3621_Candida_duobushaemulonis	GCF_002926085.2
13	1	n/a	3622_Candida_pseudohaemulonii	GCF_003013735.1
14	1	n/a	21_Aspergillus_flavus	GCA_000006275.3
14	1	n/a	129_Aspergillus_oryzae	GCA_000269785.2
14	1	n/a	266_Aspergillus_oryzae	GCA_000691885.1
14	1	n/a	334_Aspergillus_flavus	GCA_000952835.1
14	1	n/a	454_Aspergillus_nomiae	GCA_001204775.2
14	1	n/a	562_Aspergillus_hancockii	GCA_001696595.2
14	1	n/a	578_Aspergillus_bombycis	GCA_001792695.1
14	1	n/a	611_Aspergillus_oryzae	GCA_002007945.1
14	1	n/a	689_Aspergillus_flavus	GCA_002443195.2
14	1	n/a	692_Aspergillus_flavus	GCA_002443215.2
14	1	n/a	694_Aspergillus_flavus	GCA_002456175.2
14	1	n/a	704_Aspergillus_arachidicola	GCA_002749805.1
14	1	n/a	879_Aspergillus_flavus	GCA_003709025.1
14	1	n/a	1036_Aspergillus_flavus	GCA_009017415.1
14	1	n/a	1037_Aspergillus_leporis	GCA_009176345.1
14	1	n/a	1039_Aspergillus_alliaceus	GCA_009176365.1
14	1	n/a	1042_Aspergillus_parasiticus	GCA_009176385.1
14	1	n/a	1045_Aspergillus_pseudonomiae	GCA_009176395.1
14	1	n/a	1047_Aspergillus_novoparasiticus	GCA_009176405.1
14	1	n/a	1048_Aspergillus_minisclerotigenes	GCA_009176455.1
14	1	n/a	1050_Aspergillus_pseudotamarii	GCA_009193445.1
14	1	n/a	1054_Aspergillus_tamarii	GCA_009193485.1
14	1	n/a	1057_Aspergillus_transmontanensis	GCA_009193505.1
14	1	n/a	1059_Aspergillus_sergii	GCA_009193525.1
14	1	n/a	1061_Aspergillus_arachidicola	GCA_009193545.1
14	1	n/a	1064_Aspergillus_caelatus	GCA_009193585.1
14	1	n/a	1065_Aspergillus_bertholletiae	GCA_009193595.1
14	1	n/a	1067_Aspergillus_alliaceus	GCA_009193605.1
14	1	n/a	1070_Aspergillus_pseudonomiae	GCA_009193645.1
14	1	n/a	1071_Aspergillus_pseudocaelatus	GCA_009193665.1
14	1	n/a	1467_Aspergillus_burnettii	GCA_013421405.2
14	1	n/a	1521_Aspergillus_flavus	GCA_014784225.2
14	1	n/a	3542_Aspergillus_nomiae	GCF_001204775.2
14	1	n/a	3585_Aspergillus_bombycis	GCF_001792695.1
14	1	n/a	3672_Aspergillus_alliaceus	GCF_009176365.1
14	1	n/a	3674_Aspergillus_pseudotamarii	GCF_009193445.1
14	1	n/a	3676_Aspergillus_caelatus	GCF_009193585.1
14	1	n/a	3678_Aspergillus_pseudonomiae	GCF_009193645.1
14	1	n/a	3749_Aspergillus_flavus	GCF_014117465.1
15	1	n/a	22_Aspergillus_flavus	GCA_000006275.3
15	1	n/a	130_Aspergillus_oryzae	GCA_000269785.2
15	1	n/a	267_Aspergillus_oryzae	GCA_000691885.1
15	1	n/a	333_Aspergillus_flavus	GCA_000952835.1
15	1	n/a	338_Aspergillus_parasiticus	GCA_000956085.1
15	1	n/a	455_Aspergillus_nomiae	GCA_001204775.2
15	1	n/a	563_Aspergillus_hancockii	GCA_001696595.2
15	1	n/a	577_Aspergillus_bombycis	GCA_001792695.1
15	1	n/a	612_Aspergillus_oryzae	GCA_002007945.1
15	1	n/a	690_Aspergillus_flavus	GCA_002443195.2
15	1	n/a	691_Aspergillus_flavus	GCA_002443215.2
15	1	n/a	693_Aspergillus_flavus	GCA_002456175.2
15	1	n/a	703_Aspergillus_arachidicola	GCA_002749805.1
15	1	n/a	878_Aspergillus_flavus	GCA_003709025.1
15	1	n/a	1035_Aspergillus_flavus	GCA_009017415.1
15	1	n/a	1038_Aspergillus_leporis	GCA_009176345.1
15	1	n/a	1040_Aspergillus_alliaceus	GCA_009176365.1
15	1	n/a	1041_Aspergillus_flavus	GCA_009176375.1
15	1	n/a	1043_Aspergillus_parasiticus	GCA_009176385.1
15	1	n/a	1044_Aspergillus_pseudonomiae	GCA_009176395.1
15	1	n/a	1046_Aspergillus_novoparasiticus	GCA_009176405.1
15	1	n/a	1049_Aspergillus_minisclerotigenes	GCA_009176455.1
15	1	n/a	1051_Aspergillus_pseudotamarii	GCA_009193445.1
15	1	n/a	1055_Aspergillus_tamarii	GCA_009193485.1
15	1	n/a	1056_Aspergillus_transmontanensis	GCA_009193505.1
15	1	n/a	1058_Aspergillus_sergii	GCA_009193525.1
15	1	n/a	1060_Aspergillus_arachidicola	GCA_009193545.1
15	1	n/a	1062_Aspergillus_coremiiformis	GCA_009193565.1
15	1	n/a	1063_Aspergillus_caelatus	GCA_009193585.1
15	1	n/a	1066_Aspergillus_bertholletiae	GCA_009193595.1
15	1	n/a	1068_Aspergillus_alliaceus	GCA_009193605.1
15	1	n/a	1069_Aspergillus_pseudonomiae	GCA_009193645.1
15	1	n/a	1072_Aspergillus_pseudocaelatus	GCA_009193665.1
15	1	n/a	1485_Aspergillus_flavus	GCA_014117465.1
15	1	n/a	1520_Aspergillus_flavus	GCA_014784225.2
15	1	n/a	3543_Aspergillus_nomiae	GCF_001204775.2
15	1	n/a	3586_Aspergillus_bombycis	GCF_001792695.1
15	1	n/a	3671_Aspergillus_alliaceus	GCF_009176365.1
15	1	n/a	3673_Aspergillus_pseudotamarii	GCF_009193445.1
15	1	n/a	3675_Aspergillus_caelatus	GCF_009193585.1
15	1	n/a	3677_Aspergillus_pseudonomiae	GCF_009193645.1
15	1	n/a	3750_Aspergillus_flavus	GCF_014117465.1
16	1	n/a	23_Candida_tropicalis	GCA_000006335.3
16	1	n/a	96_Spathaspora_passalidarum	GCA_000223485.1
16	1	n/a	265_Candida_albicans	GCA_000691765.2
16	1	n/a	303_Candida_albicans	GCA_000773755.1
16	1	n/a	874_Spathaspora_spp	GCA_003676035.1
16	1	n/a	1647_Candida_subhashii	GCA_019202705.1
16	1	n/a	3381_Candida_tropicalis	GCF_000006335.3
16	1	n/a	3429_Spathaspora_passalidarum	GCF_000223485.1
17	1	dit (variation 1)	26_Eremothecium_gossypii	GCA_000091025.4
17	1	dit (variation 1)	29_Saccharomyces_cerevisiae	GCA_000146045.2
17	1	dit (variation 1)	32_Saccharomyces_cerevisiae	GCA_000149365.1
17	1	dit (variation 1)	78_Saccharomyces_cerevisiae	GCA_000181435.1
17	1	dit (variation 1)	79_Saccharomyces_cerevisiae	GCA_000182315.2
17	1	dit (variation 1)	87_Saccharomyces_cerevisiae	GCA_000190195.1
17	1	dit (variation 1)	88_Saccharomyces_cerevisiae	GCA_000190215.1
17	1	dit (variation 1)	89_Saccharomyces_cerevisiae	GCA_000190255.1
17	1	dit (variation 1)	99_Eremothecium_cymbalariae	GCA_000235365.1
17	1	dit (variation 1)	132_Saccharomyces_cerevisiae	GCA_000269885.1
17	1	dit (variation 1)	141_Saccharomyces_arboricola	GCA_000292725.1
17	1	dit (variation 1)	153_Saccharomyces_cerevisiae	GCA_000325965.1
